Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
178,220,225,239,11,0.12654328,14,0.029593619
134,236,290,133,29,0.12152419,14,0.048933055
106,274,221,203,13,0.15686491,14,0.12751205
88,273,239,202,29,0.13228393,14,0.00019620573
76,290,265,278,11,0.2045406,14,0.16013856
66,277,279,215,10,0.1804807,14,0.12252373
60,273,294,344,10,0.25197074,14,0.16487882
