Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
70,57,78,34,13,1.0,14,6.3409806e-17
52,100,79,81,10,1.0,14,1.8348796e-16
42,101,98,29,24,0.98787445,14,2.2385534e-11
36,111,99,227,24,0.9992791,14,1.5977507e-12
30,107,101,145,24,0.9965743,14,1.4822693e-10
26,109,103,24,24,0.989994,14,8.0648e-10
24,113,111,266,24,0.9940678,14,6.7962963e-10
