Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
70,79,83,246,11,0.07078117,14,0.0053936723
52,103,97,270,13,0.11332609,14,0.032884672
42,101,91,73,24,0.103516676,14,0.054645304
36,111,92,287,24,0.14616865,14,0.11992552
30,107,102,281,29,0.15020254,14,0.09469652
26,114,106,22,14,0.1479968,14,0.1479968
24,110,109,22,24,0.17287697,14,0.16277066
