Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
44,41,18,24,38,1.0,40,1.454849e-20
32,43,36,45,38,1.0,40,2.695003e-12
26,56,20,79,38,0.99996877,40,4.461797e-07
22,55,20,256,38,0.9999074,40,4.8354475e-05
18,56,18,47,38,0.7577149,40,0.2421396
16,23,57,230,40,0.96322674,40,0.96322674
14,25,59,218,40,0.9661668,40,0.9661668
