Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
44,42,21,281,38,1.0,40,2.7346148e-12
32,52,18,72,38,0.9999988,40,4.89909e-07
26,55,16,256,38,0.9999902,40,5.048165e-06
22,56,21,347,38,0.99867886,40,0.0013177501
18,56,22,286,38,0.67925936,40,0.32071593
16,24,56,148,40,0.9661759,40,0.9661759
14,28,63,83,40,0.94808966,40,0.94808966
