Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
44,40,28,146,38,0.9999999,40,3.261349e-10
32,57,15,182,38,0.9998913,40,6.2798164e-05
26,52,16,293,38,0.99984777,40,0.00015007301
22,53,19,65,40,0.77955425,40,0.77955425
18,59,29,336,40,0.7181777,40,0.7181777
16,23,60,335,40,0.99158186,40,0.99158186
14,16,61,336,40,0.99126786,40,0.99126786
