Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
252,90,250,303,1,1.0,12,2.2532236e-09
188,317,78,200,1,1.0,12,4.4766833e-11
150,309,207,203,1,0.9999989,12,7.74306e-09
126,277,191,245,1,0.99999344,12,2.315062e-08
108,287,216,290,1,0.9999627,12,6.547456e-08
94,232,372,249,1,0.9998642,12,6.1333385e-06
84,337,223,106,1,0.9998128,12,7.97181e-05
