Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
252,87,128,146,32,1.0,12,3.222458e-20
188,250,253,77,1,0.999998,12,3.735449e-17
150,284,303,354,1,0.99999917,12,2.2812886e-15
126,262,272,295,1,0.99997723,12,2.3736348e-14
108,189,409,280,6,0.9915257,12,9.8132516e-11
94,277,267,220,1,0.99954647,12,1.6533914e-12
84,306,246,173,1,0.99981993,12,1.4964092e-10
