Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
252,268,347,352,32,0.99999344,12,2.9622618e-09
188,186,221,75,32,0.99988127,12,3.037207e-08
150,394,415,96,32,0.995415,12,0.00023340208
126,420,352,155,32,0.96828806,12,0.0062588183
108,247,471,171,32,0.63838094,12,0.00036536797
94,277,287,344,32,0.8740862,12,0.002022712
84,224,430,297,32,0.66108805,12,8.1611135e-05
