Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
64,30,20,43,32,1.0,12,9.3400696e-23
48,60,35,90,32,1.0,12,3.0205648e-19
38,60,41,318,32,1.0,12,1.1244994e-19
32,63,50,55,32,1.0,12,2.313166e-19
28,69,53,251,32,1.0,12,5.6904865e-16
24,74,62,160,32,1.0,12,1.669722e-15
22,83,67,175,32,0.9999999,12,3.020415e-11
