Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
64,24,19,313,32,1.0,12,7.756091e-20
48,71,97,47,38,1.0,12,4.121728e-20
38,65,49,207,32,1.0,12,2.1082013e-21
32,70,53,221,32,1.0,12,8.16683e-18
28,75,58,238,32,1.0,12,1.07477326e-14
24,78,57,292,32,0.9999995,12,1.5253768e-10
22,87,68,91,32,1.0,12,2.9662356e-11
