Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
64,30,20,43,32,1.0,12,9.3400696e-23
48,52,31,112,32,1.0,12,4.4051972e-21
38,60,41,318,32,1.0,12,1.1244994e-19
32,64,54,56,32,1.0,12,8.789958e-24
28,73,59,270,32,1.0,12,3.378299e-16
24,75,61,107,32,1.0,12,2.9316496e-15
22,83,66,352,32,1.0,12,9.26984e-12
