Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
86,55,64,144,3,1.0,1,7.390045e-22
64,78,53,195,6,0.9999298,1,5.8833525e-09
52,83,76,206,6,0.99999833,1,4.12155e-08
44,71,74,329,6,0.99999833,1,2.093337e-09
38,89,83,222,6,0.99999356,1,4.0305192e-08
32,95,92,189,6,0.9996375,1,9.561859e-07
28,88,90,324,6,0.9589963,1,2.9808269e-05
