Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
80,99,103,50,38,1.0,12,3.9489117e-22
60,103,125,163,38,1.0,12,1.415123e-17
48,71,46,55,32,1.0,12,1.6401031e-14
40,104,126,154,38,1.0,12,7.2608904e-14
34,100,112,71,42,0.99999964,12,1.6727238e-08
30,95,125,135,42,0.9999927,12,1.1037753e-07
26,100,73,189,32,0.99999654,12,1.2422212e-06
