Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,129,78,82,32,0.99998903,1,2.1746466e-06
110,164,104,277,32,0.8799942,1,0.021182977
88,196,39,200,32,0.8636494,1,0.018434731
72,198,53,121,32,0.79643035,1,0.010473077
62,199,66,148,32,0.67637485,1,0.033655506
54,211,82,82,32,0.449573,1,0.092334054
48,217,87,287,6,0.34506163,1,0.09921548
