Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,126,42,359,6,0.99971825,1,6.785357e-11
110,122,41,120,2,0.99993956,1,1.198433e-09
88,148,53,204,2,1.0,1,3.367118e-09
72,164,71,193,2,1.0,1,1.6289688e-08
62,165,66,221,2,0.99999964,1,1.1726033e-07
54,180,84,181,2,0.9999981,1,8.04296e-07
48,168,74,319,2,0.9999715,1,7.829588e-06
