Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,72,36,179,2,1.0,1,1.5554094e-10
110,84,44,133,2,1.0,1,1.1400311e-08
88,143,43,197,2,1.0,1,4.9210918e-08
72,151,63,351,2,0.9999993,1,3.2093197e-07
62,148,65,165,2,0.9999938,1,3.819435e-06
54,174,78,270,2,0.9999995,1,2.3583684e-07
48,167,74,305,2,0.9999852,1,7.759317e-06
