Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,134,43,315,32,0.9998336,1,3.1744854e-05
110,138,83,327,32,0.9739404,1,0.0005932129
88,174,38,80,32,0.84871703,1,0.0057345545
72,195,48,135,32,0.8378024,1,0.018939968
62,208,60,45,32,0.848068,1,0.013257825
54,211,71,42,32,0.6807257,1,0.028999656
48,213,84,171,32,0.4698544,1,0.12171967
