Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,129,98,291,38,1.0,1,1.5852662e-19
110,104,53,93,2,1.0,1,9.489932e-10
88,128,37,38,2,1.0,1,1.3351793e-09
72,145,68,351,2,1.0,1,5.623961e-10
62,156,59,323,2,0.9999993,1,2.0999515e-07
54,157,71,78,2,0.99999344,1,4.1043695e-06
48,161,75,173,2,0.99999225,1,5.1828542e-06
