Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,83,69,83,2,1.0,1,1.3076948e-09
110,109,40,354,2,1.0,1,1.5443158e-09
88,146,47,210,2,1.0,1,2.6531946e-09
72,161,59,195,2,1.0,1,2.5392803e-08
62,178,77,183,2,0.9999993,1,5.623429e-07
54,179,84,180,2,0.9999993,1,5.088035e-07
48,168,65,246,2,0.9999871,1,5.778196e-06
