Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,164,36,292,6,0.9861476,1,9.6516075e-09
110,172,67,139,6,0.9995982,1,4.6218515e-10
88,133,56,171,2,0.9999999,1,1.5807926e-10
72,140,60,154,2,0.999992,1,6.7859496e-10
62,160,62,114,2,0.99998736,1,3.1004788e-07
54,163,65,296,2,0.9997812,1,2.8917625e-06
48,170,68,308,2,0.99986064,1,5.56455e-06
