Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,131,55,239,40,0.5000177,40,0.5000177
110,153,60,220,38,0.5000625,40,0.49993712
88,255,67,138,40,0.5546081,40,0.5546081
72,247,96,48,38,0.500101,40,0.49989688
62,266,100,161,40,0.6107013,40,0.6107013
54,273,106,259,40,0.53100216,40,0.53100216
48,277,90,296,40,0.9841436,40,0.9841436
