Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,129,52,218,40,0.50001377,40,0.50001377
110,242,51,232,40,0.5001087,40,0.5001087
88,232,89,312,38,0.5001564,40,0.49983883
72,244,93,305,38,0.5000132,40,0.49998266
62,251,89,300,40,0.85572255,40,0.85572255
54,270,99,99,40,0.89758176,40,0.89758176
48,260,90,307,40,0.99832267,40,0.99832267
