Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
124,158,104,305,12,1.0,14,1.9860612e-15
92,154,133,331,12,1.0,14,4.822315e-14
74,162,158,263,12,1.0,14,5.232178e-14
62,174,171,351,12,1.0,14,8.024635e-14
52,196,183,85,12,0.999992,14,7.070695e-08
46,184,182,335,12,0.99998796,14,2.5020017e-07
42,199,195,79,13,0.9878615,14,0.0014882438
