Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
124,107,146,39,9,0.088685006,14,0.061647788
92,194,183,329,25,0.12696365,14,0.08564475
74,180,207,193,25,0.11720641,14,0.10235785
62,181,209,164,25,0.11910564,14,0.109205544
52,207,198,73,29,0.14596143,14,0.036959317
46,204,196,329,11,0.14940138,14,0.024753565
42,207,199,75,13,0.15126455,14,0.049766183
