Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
124,137,127,326,12,1.0,14,1.6145809e-13
92,141,151,348,12,1.0,14,2.933532e-13
74,177,180,96,12,1.0,14,1.1992124e-12
62,170,159,338,12,0.9999969,14,1.6296996e-09
52,190,191,32,13,0.96705085,14,0.00084943895
46,194,193,70,13,0.95085377,14,0.005906843
42,212,207,137,13,0.8485928,14,0.018767852
