Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
30,29,35,126,38,0.9999702,40,8.86308e-20
24,31,35,89,38,0.9969181,40,4.847557e-16
18,31,41,356,38,0.99760985,40,2.8470396e-13
16,30,39,67,38,0.99988127,40,2.9169475e-10
14,35,45,157,38,0.99910766,40,3.520026e-08
12,34,53,84,38,0.99886924,40,5.507831e-07
10,44,14,45,38,0.9983203,40,6.535204e-05
