Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
34,24,26,326,38,1.0,40,5.7815935e-10
26,32,45,100,38,0.9999994,40,1.5235237e-07
20,35,45,220,38,0.9999926,40,6.41014e-07
18,36,43,213,38,0.99996567,40,3.4444156e-06
14,41,57,92,38,0.999861,40,4.2481486e-05
12,24,48,115,38,0.99999774,40,1.5751002e-07
12,24,48,115,38,0.99999774,40,1.5751002e-07
