Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
34,15,19,119,40,0.25012106,40,0.25012106
26,31,38,169,38,0.33376607,40,0.3312246
20,55,14,262,40,0.3344971,40,0.3344971
18,46,46,22,35,0.33378363,40,0.3324535
14,43,27,176,35,0.33330745,40,0.33274657
12,63,31,321,38,0.3347192,40,0.33212203
12,63,31,321,38,0.3347192,40,0.33212203
