Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
34,31,20,112,38,0.33624932,40,0.327582
26,57,22,325,38,0.3337846,40,0.33151034
20,60,22,282,38,0.33455327,40,0.33039588
18,57,16,281,38,0.3351589,40,0.33042848
14,65,30,202,38,0.36559784,40,0.3374868
12,61,31,328,35,0.33396804,40,0.3322418
12,61,31,328,35,0.33396804,40,0.3322418
