Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
100,101,94,267,12,1.0,14,9.731383e-23
74,141,117,153,24,0.9956228,14,5.373078e-14
60,143,129,55,24,0.9965082,14,1.5609121e-12
50,146,139,209,24,0.9952513,14,2.8913144e-11
42,148,147,290,24,0.9965083,14,2.6439342e-10
38,151,149,310,24,0.9920299,14,1.9522062e-07
34,156,155,331,24,0.987074,14,3.1993775e-07
