Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
76,88,47,332,34,1.0,18,0.0
56,99,54,293,34,1.0,18,0.0
46,114,116,53,33,0.9994429,18,1.9493364e-20
38,123,71,85,1,0.99755657,18,1.1088802e-22
32,123,70,194,1,0.99962103,18,8.414462e-19
28,120,65,227,1,0.9999963,18,1.4653895e-17
26,127,71,186,1,0.9999989,18,2.054549e-17
