Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
76,111,3,346,32,0.97528887,18,0.00060549175
56,123,37,92,32,0.9992065,18,8.91518e-07
46,97,75,288,32,0.9865002,18,0.0002571826
38,108,81,105,32,0.9635973,18,0.005005536
32,111,73,118,32,0.97602683,18,0.0002176005
28,111,78,209,32,0.763411,18,0.0051712664
26,118,76,330,32,0.7496662,18,0.03346326
