Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
76,71,72,48,40,1.0,18,0.0
56,47,66,308,37,1.0,18,1.3192548e-19
46,64,71,14,37,1.0,18,1.1878894e-19
38,69,70,284,37,1.0,18,5.6125123e-15
32,71,75,14,37,1.0,18,8.080053e-13
28,70,73,234,37,1.0,18,3.9622103e-12
26,68,75,262,37,1.0,18,3.7277686e-10
