Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
76,70,72,341,40,1.0,18,0.0
56,46,58,248,37,1.0,18,8.658728e-18
46,56,67,58,37,1.0,18,1.227645e-14
38,69,66,150,37,1.0,18,2.9237775e-14
32,71,74,16,37,1.0,18,4.0968986e-12
28,70,73,252,37,1.0,18,1.5361334e-10
26,118,67,186,12,0.99999976,18,2.0236652e-07
