Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
76,101,16,177,32,0.95175016,18,0.0052877627
56,92,68,319,32,0.97701365,18,0.0003312016
46,97,75,122,32,0.9715613,18,0.0001350465
38,108,72,331,32,0.5723746,18,0.043229558
32,111,72,124,32,0.8916293,18,0.0009677768
28,113,78,152,32,0.47836283,18,0.038488675
26,112,75,98,32,0.71497,18,0.023155453
