Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
306,367,364,164,10,0.99947006,14,2.1142976e-14
230,417,363,257,10,0.99978286,14,3.657938e-12
184,398,392,150,10,0.99994874,14,1.1039836e-11
152,426,426,354,10,0.9999081,14,1.0849312e-10
132,450,431,184,10,0.9944376,14,6.0200455e-07
114,480,449,78,13,0.8940235,14,0.00051835825
102,487,457,344,13,0.89356655,14,0.0005368106
