Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
38,44,45,137,38,1.0,1,2.313379e-33
28,45,54,326,38,1.0,1,1.7809817e-28
22,54,48,305,38,1.0,1,8.414353e-17
18,53,50,212,38,1.0,1,4.5655106e-14
16,51,52,123,38,1.0,1,1.1029889e-09
14,46,73,106,35,0.9999987,1,1.777495e-12
12,47,74,220,35,0.9999912,1,5.9228684e-11
