Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
38,39,48,235,38,1.0,1,1.5270496e-27
28,46,50,64,38,1.0,1,1.7819676e-20
22,55,50,270,38,1.0,1,5.167145e-12
18,42,71,141,35,0.99999654,1,2.3890172e-12
16,44,73,64,35,0.9999957,1,4.582954e-12
14,46,73,198,35,0.9999987,1,1.665778e-12
12,46,76,269,35,0.9999776,1,2.7714384e-10
