Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,125,53,138,32,0.8882427,1,0.023789668
110,190,52,301,32,0.9440999,1,0.02013374
88,188,57,107,32,0.7486448,1,0.017657865
72,207,131,53,32,0.6331111,1,0.06953777
62,201,87,83,32,0.33769357,1,0.15185021
54,189,70,341,1,0.25270307,1,0.25270307
48,205,86,339,6,0.39800996,1,0.1473203
