Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,68,89,83,2,1.0,1,2.2441824e-09
110,137,43,187,2,1.0,1,1.6222252e-08
88,142,52,201,2,1.0,1,1.4968402e-08
72,144,86,76,2,0.9999999,1,6.673366e-08
62,139,59,308,2,0.9999993,1,4.6693856e-07
54,158,89,72,2,0.9999975,1,1.4697916e-06
48,181,89,114,2,0.99998677,1,7.3448286e-06
