Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
104,87,129,216,32,0.20878753,14,6.6949644e-05
78,114,148,178,12,0.0802697,14,0.047642082
62,147,156,223,25,0.1236077,14,2.6339203e-05
52,149,163,234,25,0.12504292,14,3.7250116e-05
44,152,170,281,25,0.14226332,14,3.134272e-05
40,154,171,196,25,0.14392313,14,3.4288485e-05
34,168,179,96,25,0.18793346,14,4.4613935e-06
