Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
114,124,30,135,25,1.0,14,9.136797e-13
86,161,172,74,13,0.99996805,14,4.1978815e-08
68,159,146,315,13,0.99984944,14,9.2165656e-08
56,171,170,81,13,0.9998016,14,1.1303797e-06
48,171,154,324,13,0.99937975,14,5.0493477e-06
42,183,172,283,13,0.9804961,14,0.0028031308
38,188,176,284,13,0.98468417,14,0.00424979
