Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
114,139,96,285,24,0.9971438,14,1.737508e-17
86,147,156,72,24,0.9911862,14,2.5938265e-14
68,162,148,289,11,0.5011345,14,3.895644e-14
56,174,157,288,24,0.55674237,14,6.214513e-12
48,177,176,66,11,0.5585867,14,1.9034627e-09
42,187,175,279,11,0.81707436,14,4.4840127e-07
38,190,178,280,11,0.82785565,14,9.987396e-07
