Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
100,95,39,132,10,1.0,14,7.3261097e-13
76,150,111,119,13,0.99996614,14,5.3995535e-07
60,159,123,350,13,0.99990666,14,1.1439395e-05
50,149,134,314,13,0.9997036,14,4.6380105e-06
42,145,145,150,13,0.9996687,14,2.9997623e-06
38,154,154,70,13,0.99682,14,7.9250583e-07
34,166,167,218,13,0.9658896,14,0.00035136734
