Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
100,105,139,110,32,0.69898015,14,3.4669456e-06
76,114,107,65,11,0.11310151,14,0.07991375
60,153,154,34,29,0.16561058,14,0.08914474
50,158,163,159,29,0.1524273,14,0.1054681
42,159,165,109,13,0.17162667,14,0.035182655
38,156,160,296,29,0.15482418,14,0.0734055
34,159,163,192,29,0.19726872,14,0.07223412
