Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
100,112,52,352,10,1.0,14,2.4798886e-13
76,153,102,99,13,0.9999974,14,1.5603602e-08
60,160,130,112,13,0.999905,14,5.0731487e-06
50,149,132,142,13,0.9998636,14,6.3423586e-06
42,152,143,199,13,0.99991524,14,7.2960092e-06
38,157,153,78,13,0.9998884,14,4.1572704e-08
34,160,153,4,13,0.9994646,14,3.0961269e-06
