Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
100,145,124,7,24,0.98948693,14,5.6442934e-17
76,134,122,318,24,0.98362213,14,2.893597e-15
60,128,133,147,24,0.9966564,14,8.2384007e-16
50,151,146,105,24,0.8090807,14,4.994771e-14
42,150,145,141,24,0.6626922,14,1.1089247e-11
38,155,158,256,24,0.93668455,14,2.755997e-10
34,166,162,265,11,0.66945183,14,2.1915962e-08
