Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
100,111,139,49,32,0.50985265,14,9.292112e-06
76,117,140,28,12,0.09154647,14,0.032930486
60,134,150,338,29,0.11447586,14,0.005028764
50,140,147,350,18,0.11500066,14,0.0009540433
42,150,154,353,13,0.12874205,14,0.0050796946
38,148,153,208,25,0.17182428,14,0.0055317036
34,155,160,236,29,0.16339651,14,0.07258365
