Patch_Size,PositionX,PositionY,Rotation,Class_Attack,Probability,Class_Original,Final_Probability
146,118,66,343,32,0.9986732,1,0.00016233997
110,143,90,235,32,0.9400582,1,0.008587494
88,202,112,70,32,0.6785094,1,0.058222447
72,207,102,48,6,0.33507198,1,0.1601744
62,214,115,256,6,0.35351345,1,0.17436984
54,210,71,315,32,0.67771345,1,0.033613395
48,210,83,339,32,0.3554639,1,0.18014961
